S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8979,27/09/2020,Uttarakhand,46281,10856,34859,566
8980,28/09/2020,Uttarakhand,47045,10799,35672,574
8981,29/09/2020,Uttarakhand,47502,10066,36856,580
8982,30/09/2020,Uttarakhand,47995,9122,38282,591
8983,01/10/2020,Uttarakhand,49000,9111,39278,611
8984,02/10/2020,Uttarakhand,49248,8544,40079,625
8985,03/10/2020,Uttarakhand,49559,8504,40419,636
8986,04/10/2020,Uttarakhand,50062,8076,41338,648
8987,05/10/2020,Uttarakhand,51481,9089,41740,652
8988,06/10/2020,Uttarakhand,51991,8701,42621,669
8989,07/10/2020,Uttarakhand,52329,8414,43238,677
8990,08/10/2020,Uttarakhand,52959,8367,43904,688
8991,09/10/2020,Uttarakhand,53359,7849,44808,702
8992,10/10/2020,Uttarakhand,54063,7289,46058,716
8993,11/10/2020,Uttarakhand,54525,7321,46470,734
8994,12/10/2020,Uttarakhand,55051,7373,46931,747
8995,13/10/2020,Uttarakhand,55347,6976,47609,762
8996,14/10/2020,Uttarakhand,55641,6576,48283,782
8997,15/10/2020,Uttarakhand,56070,6145,49129,796
8998,16/10/2020,Uttarakhand,56493,5682,49997,814
8999,17/10/2020,Uttarakhand,57042,5692,50521,829
9000,18/10/2020,Uttarakhand,57648,5538,51186,924
9001,19/10/2020,Uttarakhand,58024,5728,51369,927
9002,20/10/2020,Uttarakhand,58360,5527,51900,933
9003,21/10/2020,Uttarakhand,58601,5364,52291,946
9004,22/10/2020,Uttarakhand,59106,5085,53061,960
9005,23/10/2020,Uttarakhand,59508,4897,53643,968
9006,24/10/2020,Uttarakhand,59796,4656,54161,979
9007,25/10/2020,Uttarakhand,60155,4542,54629,984
9008,26/10/2020,Uttarakhand,60376,4425,54958,993
9009,27/10/2020,Uttarakhand,60744,4080,55663,1001
9010,28/10/2020,Uttarakhand,60957,3865,56085,1007
9011,29/10/2020,Uttarakhand,61261,3696,56556,1009
9012,30/10/2020,Uttarakhand,61566,3545,57012,1009
9013,31/10/2020,Uttarakhand,61915,3634,57270,1011
9014,01/11/2020,Uttarakhand,62328,3883,57422,1023
9015,02/11/2020,Uttarakhand,62550,3914,57609,1027
9016,03/11/2020,Uttarakhand,62881,3802,58050,1029
9017,04/11/2020,Uttarakhand,63197,3705,58459,1033
9018,05/11/2020,Uttarakhand,63585,3818,58729,1038
9019,06/11/2020,Uttarakhand,64065,3680,59338,1047
9020,07/11/2020,Uttarakhand,64538,3736,59746,1056
9021,08/11/2020,Uttarakhand,65036,3890,60083,1063
9022,09/11/2020,Uttarakhand,65279,3972,60242,1065
9023,10/11/2020,Uttarakhand,65677,4149,60453,1075
9024,11/11/2020,Uttarakhand,66005,3955,60970,1080
9025,12/11/2020,Uttarakhand,66788,4251,61451,1086
9026,13/11/2020,Uttarakhand,67239,4156,61990,1093
9027,14/11/2020,Uttarakhand,67706,4307,62302,1097
9028,15/11/2020,Uttarakhand,68002,4417,62483,1102
9029,16/11/2020,Uttarakhand,68215,4565,62543,1107
9030,17/11/2020,Uttarakhand,68458,4184,63158,1116
9031,18/11/2020,Uttarakhand,68887,4165,63603,1119
9032,19/11/2020,Uttarakhand,69307,4147,64032,1128
9033,20/11/2020,Uttarakhand,69693,4133,64427,1133
9034,21/11/2020,Uttarakhand,70205,3505,65562,1138
9035,22/11/2020,Uttarakhand,70790,4082,65562,1146
9036,23/11/2020,Uttarakhand,71256,4368,65733,1155
9037,24/11/2020,Uttarakhand,71632,4298,66172,1162
9038,25/11/2020,Uttarakhand,72160,4638,66349,1173
9039,26/11/2020,Uttarakhand,72642,4658,66799,1185
9040,27/11/2020,Uttarakhand,72997,4682,67119,1196
9041,28/11/2020,Uttarakhand,73527,4812,67514,1201
9042,29/11/2020,Uttarakhand,73951,4876,67861,1214
9043,30/11/2020,Uttarakhand,74340,4970,68148,1222
9044,01/12/2020,Uttarakhand,74795,5059,68505,1231
9045,19/03/2020,West Bengal,1,1,0,0
9046,20/03/2020,West Bengal,1,1,0,0
9047,21/03/2020,West Bengal,2,2,0,0
9048,22/03/2020,West Bengal,4,4,0,0
9049,23/03/2020,West Bengal,7,7,0,0
9050,24/03/2020,West Bengal,7,6,0,1
9051,25/03/2020,West Bengal,9,8,0,1
9052,26/03/2020,West Bengal,9,8,0,1
9053,27/03/2020,West Bengal,10,9,0,1
9054,28/03/2020,West Bengal,15,14,0,1
9055,29/03/2020,West Bengal,17,16,0,1
9056,30/03/2020,West Bengal,19,18,0,1
9057,31/03/2020,West Bengal,26,24,0,2
9058,01/04/2020,West Bengal,26,24,0,2
9059,02/04/2020,West Bengal,37,28,6,3
9060,03/04/2020,West Bengal,53,47,3,3
9061,04/04/2020,West Bengal,63,57,3,3
9062,05/04/2020,West Bengal,69,56,10,3
9063,06/04/2020,West Bengal,80,67,10,3
9064,07/04/2020,West Bengal,91,75,13,3
9065,08/04/2020,West Bengal,99,81,13,5
9066,09/04/2020,West Bengal,103,82,16,5
9067,10/04/2020,West Bengal,116,95,16,5
9068,11/04/2020,West Bengal,116,95,16,5
9069,12/04/2020,West Bengal,134,110,19,5
9070,13/04/2020,West Bengal,152,116,29,7
9071,14/04/2020,West Bengal,190,147,36,7
9072,15/04/2020,West Bengal,213,169,37,7
9073,16/04/2020,West Bengal,231,182,42,7
9074,17/04/2020,West Bengal,255,194,51,10
9075,18/04/2020,West Bengal,287,222,55,10
9076,19/04/2020,West Bengal,310,236,62,12
9077,20/04/2020,West Bengal,339,261,66,12
9078,21/04/2020,West Bengal,392,307,73,12
9079,22/04/2020,West Bengal,423,335,73,15
9080,23/04/2020,West Bengal,456,362,79,15
9081,24/04/2020,West Bengal,514,396,103,15
9082,25/04/2020,West Bengal,571,450,103,18
9083,26/04/2020,West Bengal,611,488,105,18
9084,27/04/2020,West Bengal,649,524,105,20
9085,28/04/2020,West Bengal,697,568,109,20
9086,29/04/2020,West Bengal,725,584,119,22
9087,30/04/2020,West Bengal,758,612,124,22
9088,01/05/2020,West Bengal,795,623,139,33
9089,02/05/2020,West Bengal,795,623,139,33
9090,03/05/2020,West Bengal,922,738,151,33
9091,04/05/2020,West Bengal,963,777,151,35
9092,05/05/2020,West Bengal,1259,908,218,133
9093,06/05/2020,West Bengal,1344,840,364,140
9094,07/05/2020,West Bengal,1456,948,364,144
9095,08/05/2020,West Bengal,1548,1033,364,151
9096,09/05/2020,West Bengal,1678,1154,364,160
9097,10/05/2020,West Bengal,1786,1243,372,171
9098,11/05/2020,West Bengal,1939,1337,417,185
9099,12/05/2020,West Bengal,2063,1374,499,190
9100,13/05/2020,West Bengal,2173,1363,612,198
9101,14/05/2020,West Bengal,2290,1381,702,207
9102,15/05/2020,West Bengal,2377,1394,768,215
9103,16/05/2020,West Bengal,2461,1407,829,225
9104,17/05/2020,West Bengal,2576,1472,872,232
9105,18/05/2020,West Bengal,2677,1480,959,238
9106,19/05/2020,West Bengal,2825,1575,1006,244
9107,20/05/2020,West Bengal,2961,1637,1074,250
9108,21/05/2020,West Bengal,3103,1714,1136,253
9109,22/05/2020,West Bengal,3197,1745,1193,259
9110,23/05/2020,West Bengal,3332,1846,1221,265
9111,24/05/2020,West Bengal,3459,1909,1281,269
9112,25/05/2020,West Bengal,3667,2056,1339,272
9113,26/05/2020,West Bengal,3816,2124,1414,278
9114,27/05/2020,West Bengal,4009,2240,1486,283
9115,28/05/2020,West Bengal,4192,2325,1578,289
9116,29/05/2020,West Bengal,4536,2573,1668,295
9117,30/05/2020,West Bengal,4813,2736,1775,302
9118,31/05/2020,West Bengal,5130,2851,1970,309
9119,01/06/2020,West Bengal,5501,3027,2157,317
9120,02/06/2020,West Bengal,5772,3141,2306,325
9121,03/06/2020,West Bengal,6168,3423,2410,335
9122,04/06/2020,West Bengal,6508,3583,2580,345
9123,05/06/2020,West Bengal,6876,3753,2768,355
9124,06/06/2020,West Bengal,7303,4025,2912,366
9125,07/06/2020,West Bengal,7738,4236,3119,383
9126,08/06/2020,West Bengal,8187,4488,3303,396
9127,09/06/2020,West Bengal,8613,4743,3465,405
9128,10/06/2020,West Bengal,8985,4950,3620,415
9129,11/06/2020,West Bengal,9328,5117,3779,432
9130,12/06/2020,West Bengal,9768,5338,3988,442
9131,13/06/2020,West Bengal,10244,5587,4206,451
9132,14/06/2020,West Bengal,10698,5693,4542,463
9133,15/06/2020,West Bengal,11087,5552,5060,475
9134,16/06/2020,West Bengal,11494,5515,5494,485
9135,17/06/2020,West Bengal,11909,5386,6028,495
9136,18/06/2020,West Bengal,12300,5261,6533,506
9137,19/06/2020,West Bengal,12735,5216,7001,518
9138,20/06/2020,West Bengal,13090,5258,7303,529
9139,21/06/2020,West Bengal,13531,5126,7865,540
9140,22/06/2020,West Bengal,13945,5093,8297,555
9141,23/06/2020,West Bengal,14358,5102,8687,569
9142,24/06/2020,West Bengal,14728,4930,9218,580
9143,25/06/2020,West Bengal,15173,4880,9702,591
9144,26/06/2020,West Bengal,15648,4852,10190,606
9145,27/06/2020,West Bengal,16190,5039,10535,616
9146,28/06/2020,West Bengal,16711,5293,10789,629
9147,29/06/2020,West Bengal,17283,5451,11193,639
9148,30/06/2020,West Bengal,17907,5535,11719,653
9149,01/07/2020,West Bengal,18559,5761,12130,668
9150,02/07/2020,West Bengal,19170,5959,12528,683
9151,03/07/2020,West Bengal,19819,6083,13037,699
9152,04/07/2020,West Bengal,20488,6200,13571,717
9153,05/07/2020,West Bengal,21231,6329,14166,736
9154,06/07/2020,West Bengal,22126,6658,14711,757
9155,07/07/2020,West Bengal,22987,6973,15235,779
9156,08/07/2020,West Bengal,23837,7243,15790,804
9157,09/07/2020,West Bengal,24823,7705,16291,827
9158,10/07/2020,West Bengal,25911,8231,16826,854
9159,11/07/2020,West Bengal,27109,8881,17348,880
9160,12/07/2020,West Bengal,28453,9588,17959,906
9161,13/07/2020,West Bengal,30013,10500,18581,932
9162,14/07/2020,West Bengal,31448,11279,19213,956
9163,15/07/2020,West Bengal,32838,11927,19931,980
9164,16/07/2020,West Bengal,34427,12747,20680,1000
9165,17/07/2020,West Bengal,36117,13679,21415,1023
9166,18/07/2020,West Bengal,38011,14709,22253,1049
9167,19/07/2020,West Bengal,40209,15594,23539,1076
9168,20/07/2020,West Bengal,42487,16492,24883,1112
9169,21/07/2020,West Bengal,44769,17204,26418,1147
9170,22/07/2020,West Bengal,47030,17813,28035,1182
9171,23/07/2020,West Bengal,49321,18450,29650,1221
9172,24/07/2020,West Bengal,51757,18846,31656,1255
9173,25/07/2020,West Bengal,53973,19154,33529,1290
9174,26/07/2020,West Bengal,56377,19391,35654,1332
9175,27/07/2020,West Bengal,58718,19595,37751,1372
9176,28/07/2020,West Bengal,60830,19502,39917,1411
9177,29/07/2020,West Bengal,62964,19493,42022,1449
9178,30/07/2020,West Bengal,65258,19652,44116,1490
9179,31/07/2020,West Bengal,67692,19900,46256,1536
9180,01/08/2020,West Bengal,70188,20233,48374,1581
9181,02/08/2020,West Bengal,72777,20631,50517,1629
9182,03/08/2020,West Bengal,75516,21108,52730,1678
9183,04/08/2020,West Bengal,78232,21683,54818,1731
9184,05/08/2020,West Bengal,80984,22315,56884,1785
9185,06/08/2020,West Bengal,83800,22992,58962,1846
9186,07/08/2020,West Bengal,86754,23829,61023,1902
9187,08/08/2020,West Bengal,89666,24652,63060,1954
9188,09/08/2020,West Bengal,92615,25486,65124,2005
9189,10/08/2020,West Bengal,95554,26375,67120,2059
9190,11/08/2020,West Bengal,98459,26031,70328,2100
9191,12/08/2020,West Bengal,101390,25846,73395,2149
9192,13/08/2020,West Bengal,104326,26003,76120,2203
9193,14/08/2020,West Bengal,107323,26447,78617,2259
9194,15/08/2020,West Bengal,110358,26850,81189,2319
9195,16/08/2020,West Bengal,113432,27219,83836,2377
9196,17/08/2020,West Bengal,116498,27299,86771,2428
9197,18/08/2020,West Bengal,119578,27402,89703,2473
9198,19/08/2020,West Bengal,122753,27535,92690,2528
9199,20/08/2020,West Bengal,125922,27678,95663,2581
9200,21/08/2020,West Bengal,129119,27696,98789,2634
9201,22/08/2020,West Bengal,132364,27804,101871,2689
9202,23/08/2020,West Bengal,135596,27900,104959,2737
9203,24/08/2020,West Bengal,138870,28069,108007,2794
9204,25/08/2020,West Bengal,141837,27694,111292,2851
9205,26/08/2020,West Bengal,144801,27349,114543,2909
9206,27/08/2020,West Bengal,147775,26954,117857,2964
9207,28/08/2020,West Bengal,150772,26709,121046,3017
9208,29/08/2020,West Bengal,153754,26349,124332,3073
9209,30/08/2020,West Bengal,156766,25996,127644,3126
9210,31/08/2020,West Bengal,159785,25657,130952,3176
9211,01/09/2020,West Bengal,162778,25280,134270,3228
9212,02/09/2020,West Bengal,165721,24822,137616,3283
9213,03/09/2020,West Bengal,168697,24445,140913,3339
9214,04/09/2020,West Bengal,171681,24039,144248,3394
9215,05/09/2020,West Bengal,174659,23654,147553,3452
9216,06/09/2020,West Bengal,177701,23390,150801,3510
9217,07/09/2020,West Bengal,180788,23218,154008,3562
9218,08/09/2020,West Bengal,183865,23216,157029,3620
9219,09/09/2020,West Bengal,186956,23254,160025,3677
9220,10/09/2020,West Bengal,190063,23341,162992,3730
9221,11/09/2020,West Bengal,193175,23377,166027,3771
9222,12/09/2020,West Bengal,196332,23461,169043,3828
9223,13/09/2020,West Bengal,199493,23521,172085,3887
9224,14/09/2020,West Bengal,202708,23624,175139,3945
9225,15/09/2020,West Bengal,205919,23693,178223,4003
9226,16/09/2020,West Bengal,209146,23942,181142,4062
9227,17/09/2020,West Bengal,212383,24147,184113,4123
9228,18/09/2020,West Bengal,215580,24336,187061,4183
9229,19/09/2020,West Bengal,218772,24509,190021,4242
9230,20/09/2020,West Bengal,221960,24648,193014,4298
9231,21/09/2020,West Bengal,225137,24806,195972,4359
9232,22/09/2020,West Bengal,228302,24898,198983,4421
9233,23/09/2020,West Bengal,231484,24971,202030,4483
9234,24/09/2020,West Bengal,234673,25101,205028,4544
9235,25/09/2020,West Bengal,237869,25221,208042,4606
9236,26/09/2020,West Bengal,241059,25374,211020,4665
9237,27/09/2020,West Bengal,244240,25544,213975,4721
9238,28/09/2020,West Bengal,247425,25723,216921,4781
9239,29/09/2020,West Bengal,250580,25899,219844,4837
9240,30/09/2020,West Bengal,253768,26064,222805,4899
9241,01/10/2020,West Bengal,257049,26332,225759,4958
9242,02/10/2020,West Bengal,260324,26552,228755,5017
9243,03/10/2020,West Bengal,263634,26865,231699,5070
9244,04/10/2020,West Bengal,266974,27130,234712,5132
9245,05/10/2020,West Bengal,270331,27439,237698,5194
9246,06/10/2020,West Bengal,273679,27717,240707,5255
9247,07/10/2020,West Bengal,277049,27988,243743,5318
9248,08/10/2020,West Bengal,280504,28361,246767,5376
9249,09/10/2020,West Bengal,284030,28854,249737,5439
9250,10/10/2020,West Bengal,287603,29296,252806,5501
9251,11/10/2020,West Bengal,291194,29793,255838,5563
9252,12/10/2020,West Bengal,294806,30236,258948,5622
9253,13/10/2020,West Bengal,298389,30604,262103,5682
9254,14/10/2020,West Bengal,302020,30988,265288,5744
9255,15/10/2020,West Bengal,305697,31505,268384,5808
9256,16/10/2020,West Bengal,309417,31984,271563,5870
9257,17/10/2020,West Bengal,313188,32500,274757,5931
9258,18/10/2020,West Bengal,317053,33121,277940,5992
9259,19/10/2020,West Bengal,321036,33927,281053,6056
9260,20/10/2020,West Bengal,325028,34584,284325,6119
9261,21/10/2020,West Bengal,329057,35170,287707,6180
9262,22/10/2020,West Bengal,333126,35579,291303,6244
9263,23/10/2020,West Bengal,337283,36064,294911,6308
9264,24/10/2020,West Bengal,341426,36471,298587,6368
9265,25/10/2020,West Bengal,345574,36807,302340,6427
9266,26/10/2020,West Bengal,349701,37017,306197,6487
9267,27/10/2020,West Bengal,353822,37190,310086,6546
9268,28/10/2020,West Bengal,357779,37172,314003,6604
9269,29/10/2020,West Bengal,361703,37111,317928,6664
9270,30/10/2020,West Bengal,365692,37094,321873,6725
9271,31/10/2020,West Bengal,369671,36999,325888,6784
9272,01/11/2020,West Bengal,373664,36886,329937,6841
9273,02/11/2020,West Bengal,377651,36761,333990,6900
9274,03/11/2020,West Bengal,381608,36576,338075,6957
9275,04/11/2020,West Bengal,385589,36443,342133,7013
9276,05/11/2020,West Bengal,389576,36246,346262,7068
9277,06/11/2020,West Bengal,393524,35953,350449,7122
9278,07/11/2020,West Bengal,397466,35557,354732,7177
9279,08/11/2020,West Bengal,401394,35088,359071,7235
9280,09/11/2020,West Bengal,405314,34566,363454,7294
9281,10/11/2020,West Bengal,409221,34021,367850,7350
9282,11/11/2020,West Bengal,413112,33444,372265,7403
9283,12/11/2020,West Bengal,416984,32836,376696,7452
9284,13/11/2020,West Bengal,420840,32185,381149,7506
9285,14/11/2020,West Bengal,424675,31501,385617,7557
9286,15/11/2020,West Bengal,428498,30792,390096,7610
9287,16/11/2020,West Bengal,431551,29314,394576,7661
9288,17/11/2020,West Bengal,434563,27897,398952,7714
9289,18/11/2020,West Bengal,438217,27111,403340,7766
9290,19/11/2020,West Bengal,441885,26296,407769,7820
9291,20/11/2020,West Bengal,445505,25873,411759,7873
9292,21/11/2020,West Bengal,449131,25599,415609,7923
9293,22/11/2020,West Bengal,452770,25391,419403,7976
9294,23/11/2020,West Bengal,456361,25207,423129,8025
9295,24/11/2020,West Bengal,459918,25030,426816,8072
9296,25/11/2020,West Bengal,463463,24880,430462,8121
9297,26/11/2020,West Bengal,466991,24752,434067,8172
9298,27/11/2020,West Bengal,470498,24670,437604,8224
9299,28/11/2020,West Bengal,473987,24617,441100,8270
9300,29/11/2020,West Bengal,477446,24537,444587,8322
9301,30/11/2020,West Bengal,480813,24405,448032,8376
9302,01/12/2020,West Bengal,483484,24298,450762,8424
9303,12/03/2020,World,125260,120647,,4613
9304,13/03/2020,World,132758,127803,,4955
9305,14/03/2020,World,142534,137142,,5392
9306,15/03/2020,World,153517,147782,,5735
9307,16/03/2020,World,167616,161010,,6606
9308,17/03/2020,World,179111,171685,,7426
9309,18/03/2020,World,191127,183320,,7807
9310,19/03/2020,World,209839,201061,,8778
9311,20/03/2020,World,234073,224233,,9840
9312,21/03/2020,World,266073,254890,,11183
9313,22/03/2020,World,292142,279359,,12783
9314,23/03/2020,World,332930,318421,,14509
9315,24/03/2020,World,372755,356524,,16231
9316,25/03/2020,World,413467,395034,,18433
9317,26/03/2020,World,462684,441850,,20834
9318,27/03/2020,World,509164,485829,,23335
9319,28/03/2020,World,571678,545184,,26494
9320,29/03/2020,World,634835,604878,,29957
9321,30/03/2020,World,693224,660118,,33106
9322,31/03/2020,World,750890,714485,,36405
9323,01/04/2020,World,823626,783028,,40598
9324,02/04/2020,World,896450,850924,,45526
9325,03/04/2020,World,972303,921982,,50321
9326,04/04/2020,World,1051635,994650,,56985
9327,05/04/2020,World,1133758,1070974,,62784
9328,06/04/2020,World,1210956,1143362,,67594
9329,07/04/2020,World,1279722,1207108,,72614
9330,08/04/2020,World,1353361,1274126,,79235
9331,09/04/2020,World,1436198,1350676,,85522
9332,10/04/2020,World,1521252,1428454,,92798
9333,11/04/2020,World,1610909,1511219,,99690
9334,12/04/2020,World,1696588,1590636,,105952
9335,13/04/2020,World,1773084,1661432,,111652
9336,14/04/2020,World,1844863,1727842,,117021
9337,15/04/2020,World,1914916,1791906,,123010
9338,16/04/2020,World,1991562,1860677,,130885
9339,17/04/2020,World,2074529,1935151,,139378
9340,18/04/2020,World,2160207,2014119,,146088
9341,19/04/2020,World,2241359,2088808,,152551
9342,20/04/2020,World,2314621,2156774,,157847
9343,21/04/2020,World,2397216,2234260,,162956
9344,22/04/2020,World,2471136,2302130,,169006
9345,23/04/2020,World,2544792,2369098,,175694
9346,24/04/2020,World,2626321,2444383,,181938
9347,25/04/2020,World,2719897,2532192,,187705
9348,26/04/2020,World,2804796,2611086,,193710
9349,27/04/2020,World,2878196,2679528,,198668
9350,28/04/2020,World,2954222,2751625,,202597
9351,29/04/2020,World,3018952,2810979,,207973
9352,30/04/2020,World,3090445,2872676,,217769
9353,01/05/2020,World,3175207,2951035,,224172
9354,02/05/2020,World,3267184,3037213,,229971
9355,03/05/2020,World,3349786,3111158,,238628
9356,04/05/2020,World,3435894,3196290,,239604
9357,05/05/2020,World,3517345,3273944,,243401
9358,06/05/2020,World,3588773,3341270,,247503
9359,07/05/2020,World,3672238,3418193,,254045
9360,08/05/2020,World,3759967,3500493,,259474
9361,09/05/2020,World,3855788,3589926,,265862
9362,10/05/2020,World,3917366,3643005,,274361
9363,11/05/2020,World,4006257,3727365,,278892
9364,12/05/2020,World,4088848,3805695,,283153
9365,13/05/2020,World,4170424,3883025,,287399
9366,14/05/2020,World,4248389,3954343,,294046
9367,15/05/2020,World,4338658,4041539,,297119
9368,16/05/2020,World,4425485,4123426,,302059
9369,17/05/2020,World,4525497,4218102,,307395
9370,18/05/2020,World,4618821,4306974,,311847
9371,19/05/2020,World,4731458,4415289,,316169
9372,20/05/2020,World,4789205,4470416,,318789
9373,21/05/2020,World,4893186,4569930,,323256
9374,22/05/2020,World,4993470,4665732,,327738
9375,23/05/2020,World,5103006,4769605,,333401
9376,24/05/2020,World,5204508,4866821,,337687
9377,25/05/2020,World,5304772,4962743,,342029
9378,26/05/2020,World,5404512,5060998,,343514
9379,27/05/2020,World,5488825,5139730,,349095
9380,28/05/2020,World,5593631,5240297,,353334
9381,29/05/2020,World,5701337,5343649,,357688
9382,30/05/2020,World,5817385,5454680,,362705
9383,31/05/2020,World,5934936,5567770,,367166
9384,01/06/2020,World,6057853,5686687,,371166
9385,02/06/2020,World,6194533,5818213,,376320
9386,03/06/2020,World,6287771,5907830,,379941
9387,04/06/2020,World,6416828,6033961,,382867
9388,05/06/2020,World,6535354,6148199,,387155
9389,06/06/2020,World,6663304,6270502,,392802
9390,07/06/2020,World,6799713,6402325,,397388
9391,08/06/2020,World,6931000,6530143,,400857
9392,09/06/2020,World,7039918,6635522,,404396
9393,10/06/2020,World,7145539,6737514,,408025
9394,11/06/2020,World,7273958,6860586,,413372
9395,12/06/2020,World,7410510,6992216,,418294
9396,13/06/2020,World,7553182,7129833,,423349
9397,14/06/2020,World,7690708,7263078,,427630
9398,15/06/2020,World,7823289,7391748,,431541
9399,16/06/2020,World,7941791,7506995,,434796
9400,17/06/2020,World,8061550,7621260,,440290
9401,18/06/2020,World,8242999,7797464,,445535
9402,19/06/2020,World,8385440,7934754,,450686
9403,20/06/2020,World,8525042,8068069,,456973
9404,21/06/2020,World,8708008,8246293,,461715
9405,22/06/2020,World,8860331,8394591,,465740
9406,23/06/2020,World,8993659,8524072,,469587
9407,24/06/2020,World,9129146,8655349,,473797
9408,25/06/2020,World,9296202,8817069,,479133
9409,26/06/2020,World,9473214,8988965,,484249
9410,27/06/2020,World,9653048,9161920,,491128
9411,28/06/2020,World,9843073,9347313,,495760
9412,29/06/2020,World,10021401,9521488,,499913
9413,30/06/2020,World,10185374,9681512,,503862
9414,01/07/2020,World,10357662,9849607,,508055
9415,02/07/2020,World,10533779,10020937,,512842
9416,03/07/2020,World,10710005,10192128,,517877
9417,04/07/2020,World,10922324,10399313,,523011
9418,05/07/2020,World,11125245,10597041,,528204
9419,06/07/2020,World,11327790,10795450,,532340
9420,07/07/2020,World,11500302,10964543,,535759
9421,08/07/2020,World,11669259,11129353,,539906
9422,09/07/2020,World,11874226,11328745,,545481
9423,10/07/2020,World,12102328,11551282,,551046
9424,11/07/2020,World,12322395,11766060,,556335
9425,12/07/2020,World,12552765,11991148,,561617
