S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
5465,08/11/2020,Maharashtra,1714273,100068,1569090,45115
5466,09/11/2020,Maharashtra,1719858,97296,1577322,45240
5467,10/11/2020,Maharashtra,1723135,100488,1577322,45325
5468,11/11/2020,Maharashtra,1726926,93400,1588091,45435
5469,12/11/2020,Maharashtra,1731833,89018,1597255,45560
5470,13/11/2020,Maharashtra,1736329,85583,1605064,45682
5471,14/11/2020,Maharashtra,1740461,85045,1609607,45809
5472,15/11/2020,Maharashtra,1744698,86470,1612314,45914
5473,16/11/2020,Maharashtra,1747242,85889,1615379,45974
5474,17/11/2020,Maharashtra,1749777,85363,1618380,46034
5475,18/11/2020,Maharashtra,1752509,82904,1623503,46102
5476,19/11/2020,Maharashtra,1757520,81207,1630111,46202
5477,20/11/2020,Maharashtra,1763055,80728,1635971,46356
5478,21/11/2020,Maharashtra,1768695,79268,1642916,46511
5479,22/11/2020,Maharashtra,1774455,80878,1647004,46573
5480,23/11/2020,Maharashtra,1780208,82521,1651064,46623
5481,24/11/2020,Maharashtra,1784361,82915,1654793,46653
5482,25/11/2020,Maharashtra,1789800,84238,1658879,46683
5483,26/11/2020,Maharashtra,1795959,85488,1663723,46748
5484,27/11/2020,Maharashtra,1802365,87014,1668538,46813
5485,28/11/2020,Maharashtra,1808550,89025,1672627,46898
5486,29/11/2020,Maharashtra,1814515,90965,1676564,46986
5487,30/11/2020,Maharashtra,1820059,92062,1680926,47071
5488,01/12/2020,Maharashtra,1823896,91623,1685122,47151
5489,25/03/2020,Manipur,1,1,0,0
5490,26/03/2020,Manipur,1,1,0,0
5491,27/03/2020,Manipur,1,1,0,0
5492,28/03/2020,Manipur,1,1,0,0
5493,29/03/2020,Manipur,1,1,0,0
5494,30/03/2020,Manipur,1,1,0,0
5495,31/03/2020,Manipur,1,1,0,0
5496,01/04/2020,Manipur,1,1,0,0
5497,02/04/2020,Manipur,1,1,0,0
5498,03/04/2020,Manipur,2,2,0,0
5499,04/04/2020,Manipur,2,2,0,0
5500,05/04/2020,Manipur,2,2,0,0
5501,06/04/2020,Manipur,2,2,0,0
5502,07/04/2020,Manipur,2,2,0,0
5503,08/04/2020,Manipur,2,2,0,0
5504,09/04/2020,Manipur,1,0,1,0
5505,10/04/2020,Manipur,2,1,1,0
5506,11/04/2020,Manipur,2,1,1,0
5507,12/04/2020,Manipur,2,1,1,0
5508,13/04/2020,Manipur,2,1,1,0
5509,14/04/2020,Manipur,2,1,1,0
5510,15/04/2020,Manipur,2,1,1,0
5511,16/04/2020,Manipur,2,1,1,0
5512,17/04/2020,Manipur,2,1,1,0
5513,18/04/2020,Manipur,2,1,1,0
5514,19/04/2020,Manipur,2,1,1,0
5515,20/04/2020,Manipur,2,1,1,0
5516,21/04/2020,Manipur,2,0,2,0
5517,22/04/2020,Manipur,2,0,2,0
5518,23/04/2020,Manipur,2,0,2,0
5519,24/04/2020,Manipur,2,0,2,0
5520,25/04/2020,Manipur,2,0,2,0
5521,26/04/2020,Manipur,2,0,2,0
5522,27/04/2020,Manipur,2,0,2,0
5523,28/04/2020,Manipur,2,0,2,0
5524,29/04/2020,Manipur,2,0,2,0
5525,30/04/2020,Manipur,2,0,2,0
5526,01/05/2020,Manipur,2,0,2,0
5527,02/05/2020,Manipur,2,0,2,0
5528,03/05/2020,Manipur,2,0,2,0
5529,04/05/2020,Manipur,2,0,2,0
5530,05/05/2020,Manipur,2,0,2,0
5531,06/05/2020,Manipur,2,0,2,0
5532,07/05/2020,Manipur,2,0,2,0
5533,08/05/2020,Manipur,2,0,2,0
5534,09/05/2020,Manipur,2,0,2,0
5535,10/05/2020,Manipur,2,0,2,0
5536,11/05/2020,Manipur,2,0,2,0
5537,12/05/2020,Manipur,2,0,2,0
5538,13/05/2020,Manipur,2,0,2,0
5539,14/05/2020,Manipur,2,0,2,0
5540,15/05/2020,Manipur,3,1,2,0
5541,16/05/2020,Manipur,3,1,2,0
5542,17/05/2020,Manipur,7,5,2,0
5543,18/05/2020,Manipur,7,5,2,0
5544,19/05/2020,Manipur,7,5,2,0
5545,20/05/2020,Manipur,9,7,2,0
5546,21/05/2020,Manipur,25,23,2,0
5547,22/05/2020,Manipur,25,23,2,0
5548,23/05/2020,Manipur,26,24,2,0
5549,24/05/2020,Manipur,29,25,4,0
5550,25/05/2020,Manipur,32,28,4,0
5551,26/05/2020,Manipur,39,35,4,0
5552,27/05/2020,Manipur,39,35,4,0
5553,28/05/2020,Manipur,44,40,4,0
5554,29/05/2020,Manipur,55,50,5,0
5555,30/05/2020,Manipur,59,51,8,0
5556,31/05/2020,Manipur,62,54,8,0
5557,01/06/2020,Manipur,71,60,11,0
5558,02/06/2020,Manipur,83,72,11,0
5559,03/06/2020,Manipur,89,75,14,0
5560,04/06/2020,Manipur,118,80,38,0
5561,05/06/2020,Manipur,124,86,38,0
5562,06/06/2020,Manipur,132,91,41,0
5563,07/06/2020,Manipur,157,105,52,0
5564,08/06/2020,Manipur,172,120,52,0
5565,09/06/2020,Manipur,272,214,58,0
5566,10/06/2020,Manipur,304,243,61,0
5567,11/06/2020,Manipur,311,248,63,0
5568,12/06/2020,Manipur,366,293,73,0
5569,13/06/2020,Manipur,385,308,77,0
5570,14/06/2020,Manipur,449,358,91,0
5571,15/06/2020,Manipur,458,367,91,0
5572,16/06/2020,Manipur,490,339,151,0
5573,17/06/2020,Manipur,500,341,159,0
5574,18/06/2020,Manipur,552,360,192,0
5575,19/06/2020,Manipur,606,407,199,0
5576,20/06/2020,Manipur,681,463,218,0
5577,21/06/2020,Manipur,777,545,232,0
5578,22/06/2020,Manipur,841,591,250,0
5579,23/06/2020,Manipur,898,648,250,0
5580,24/06/2020,Manipur,921,663,258,0
5581,25/06/2020,Manipur,970,642,328,0
5582,26/06/2020,Manipur,1056,702,354,0
5583,27/06/2020,Manipur,1075,682,393,0
5584,28/06/2020,Manipur,1092,660,432,0
5585,29/06/2020,Manipur,1185,730,455,0
5586,30/06/2020,Manipur,1227,733,494,0
5587,01/07/2020,Manipur,1234,681,553,0
5588,02/07/2020,Manipur,1260,681,579,0
5589,03/07/2020,Manipur,1279,662,617,0
5590,04/07/2020,Manipur,1316,677,639,0
5591,05/07/2020,Manipur,1325,658,667,0
5592,06/07/2020,Manipur,1366,678,688,0
5593,07/07/2020,Manipur,1390,656,734,0
5594,08/07/2020,Manipur,1430,659,771,0
5595,09/07/2020,Manipur,1435,642,793,0
5596,10/07/2020,Manipur,1450,651,799,0
5597,11/07/2020,Manipur,1582,750,832,0
5598,12/07/2020,Manipur,1593,750,843,0
5599,13/07/2020,Manipur,1609,713,896,0
5600,14/07/2020,Manipur,1626,656,970,0
5601,15/07/2020,Manipur,1672,702,970,0
5602,16/07/2020,Manipur,1700,711,989,0
5603,17/07/2020,Manipur,1764,635,1129,0
5604,18/07/2020,Manipur,1800,637,1163,0
5605,19/07/2020,Manipur,1891,709,1182,0
5606,20/07/2020,Manipur,1911,698,1213,0
5607,21/07/2020,Manipur,1925,618,1307,0
5608,22/07/2020,Manipur,2015,615,1400,0
5609,23/07/2020,Manipur,2060,632,1428,0
5610,24/07/2020,Manipur,2115,649,1466,0
5611,25/07/2020,Manipur,2146,655,1491,0
5612,26/07/2020,Manipur,2176,652,1524,0
5613,27/07/2020,Manipur,2235,681,1554,0
5614,28/07/2020,Manipur,2286,690,1596,0
5615,29/07/2020,Manipur,2317,705,1612,0
5616,30/07/2020,Manipur,2458,819,1639,0
5617,31/07/2020,Manipur,2505,829,1672,4
5618,01/08/2020,Manipur,2621,927,1689,5
5619,02/08/2020,Manipur,2756,1051,1699,6
5620,03/08/2020,Manipur,2831,1087,1737,7
5621,04/08/2020,Manipur,2920,1147,1766,7
5622,05/08/2020,Manipur,3018,1197,1814,7
5623,06/08/2020,Manipur,3093,1224,1862,7
5624,07/08/2020,Manipur,3217,1304,1905,8
5625,08/08/2020,Manipur,3466,1530,1926,10
5626,09/08/2020,Manipur,3635,1697,1927,11
5627,10/08/2020,Manipur,3753,1698,2044,11
5628,11/08/2020,Manipur,3853,1720,2122,11
5629,12/08/2020,Manipur,3941,1801,2128,12
5630,13/08/2020,Manipur,3982,1739,2231,12
5631,14/08/2020,Manipur,4112,1804,2295,13
5632,15/08/2020,Manipur,4198,1825,2360,13
5633,16/08/2020,Manipur,4390,1939,2438,13
5634,17/08/2020,Manipur,4569,1921,2632,16
5635,18/08/2020,Manipur,4687,1936,2734,17
5636,19/08/2020,Manipur,4765,1958,2789,18
5637,20/08/2020,Manipur,4876,1973,2885,18
5638,21/08/2020,Manipur,4925,1905,3002,18
5639,22/08/2020,Manipur,5049,1768,3261,20
5640,23/08/2020,Manipur,5132,1655,3455,22
5641,24/08/2020,Manipur,5246,1608,3616,22
5642,25/08/2020,Manipur,5362,1626,3714,22
5643,26/08/2020,Manipur,5444,1608,3812,24
5644,27/08/2020,Manipur,5585,1731,3829,25
5645,28/08/2020,Manipur,5725,1743,3957,25
5646,29/08/2020,Manipur,5843,1759,4057,27
5647,30/08/2020,Manipur,5960,1746,4186,28
5648,31/08/2020,Manipur,6112,1845,4239,28
5649,01/09/2020,Manipur,6252,1894,4330,28
5650,02/09/2020,Manipur,6382,1903,4450,29
5651,03/09/2020,Manipur,6507,1871,4607,29
5652,04/09/2020,Manipur,6609,1803,4774,32
5653,05/09/2020,Manipur,6699,1765,4899,35
5654,06/09/2020,Manipur,6883,1872,4975,36
5655,07/09/2020,Manipur,7022,1820,5164,38
5656,08/09/2020,Manipur,7106,1710,5358,38
5657,09/09/2020,Manipur,7202,1683,5480,39
5658,10/09/2020,Manipur,7362,1774,5548,40
5659,11/09/2020,Manipur,7470,1633,5793,44
5660,12/09/2020,Manipur,7579,1533,6002,44
5661,13/09/2020,Manipur,7731,1584,6102,45
5662,14/09/2020,Manipur,7875,1638,6191,46
5663,15/09/2020,Manipur,7971,1585,6340,46
5664,16/09/2020,Manipur,8210,1745,6418,47
5665,17/09/2020,Manipur,8320,1751,6521,48
5666,18/09/2020,Manipur,8430,1841,6538,51
5667,19/09/2020,Manipur,8607,1926,6629,52
5668,20/09/2020,Manipur,8724,1946,6723,55
5669,21/09/2020,Manipur,8894,2070,6767,57
5670,22/09/2020,Manipur,9010,2113,6838,59
5671,23/09/2020,Manipur,9280,2333,6887,60
5672,24/09/2020,Manipur,9376,2206,7108,62
5673,25/09/2020,Manipur,9537,2106,7369,62
5674,26/09/2020,Manipur,9791,2126,7602,63
5675,27/09/2020,Manipur,10051,2306,7681,64
5676,28/09/2020,Manipur,10299,2359,7876,64
5677,29/09/2020,Manipur,10477,2431,7982,64
5678,30/09/2020,Manipur,10746,2642,8039,65
5679,01/10/2020,Manipur,10983,2456,8460,67
5680,02/10/2020,Manipur,11111,2402,8641,68
5681,03/10/2020,Manipur,11397,2336,8992,69
5682,04/10/2020,Manipur,11649,2497,9081,71
5683,05/10/2020,Manipur,11855,2576,9205,74
5684,06/10/2020,Manipur,12105,2696,9334,75
5685,07/10/2020,Manipur,12240,2680,9482,78
5686,08/10/2020,Manipur,12489,2805,9604,80
5687,09/10/2020,Manipur,12679,2877,9719,83
5688,10/10/2020,Manipur,12810,2858,9866,86
5689,11/10/2020,Manipur,13092,2608,10396,88
5690,12/10/2020,Manipur,13326,2731,10504,91
5691,13/10/2020,Manipur,13556,2756,10707,93
5692,14/10/2020,Manipur,13793,2867,10829,97
5693,15/10/2020,Manipur,14094,3076,10915,103
5694,16/10/2020,Manipur,14378,3193,11081,104
5695,17/10/2020,Manipur,14715,3361,11245,109
5696,18/10/2020,Manipur,15141,3587,11443,111
5697,19/10/2020,Manipur,15463,3606,11741,116
5698,20/10/2020,Manipur,15778,3748,11913,117
5699,21/10/2020,Manipur,16062,3882,12059,121
5700,22/10/2020,Manipur,16267,3846,12297,124
5701,23/10/2020,Manipur,16621,4101,12393,127
5702,24/10/2020,Manipur,16777,4083,12562,132
5703,25/10/2020,Manipur,17022,4165,12719,138
5704,26/10/2020,Manipur,17162,4166,12857,139
5705,27/10/2020,Manipur,17424,4223,13057,144
5706,28/10/2020,Manipur,17604,4246,13208,150
5707,29/10/2020,Manipur,17809,4233,13420,156
5708,30/10/2020,Manipur,18051,4308,13583,160
5709,31/10/2020,Manipur,18272,4303,13805,164
5710,01/11/2020,Manipur,18502,3472,14862,168
5711,02/11/2020,Manipur,18750,3514,15065,171
5712,03/11/2020,Manipur,19091,3568,15343,180
5713,04/11/2020,Manipur,19241,3597,15460,184
5714,05/11/2020,Manipur,19503,3698,15618,187
5715,06/11/2020,Manipur,19725,3786,15750,189
5716,07/11/2020,Manipur,19891,3608,16092,191
5717,08/11/2020,Manipur,20131,3223,16714,194
5718,09/11/2020,Manipur,20376,3107,17072,197
5719,10/11/2020,Manipur,20558,3101,17259,198
5720,11/11/2020,Manipur,20777,3043,17534,200
5721,12/11/2020,Manipur,20950,3050,17698,202
5722,13/11/2020,Manipur,21211,3115,17889,207
5723,14/11/2020,Manipur,21425,3068,18144,213
5724,15/11/2020,Manipur,21636,3084,18334,218
5725,16/11/2020,Manipur,21871,3057,18593,221
5726,17/11/2020,Manipur,22049,2993,18832,224
5727,18/11/2020,Manipur,22208,2918,19065,225
5728,19/11/2020,Manipur,22318,2828,19259,231
5729,20/11/2020,Manipur,22548,2886,19431,231
5730,21/11/2020,Manipur,22748,2896,19620,232
5731,22/11/2020,Manipur,23018,2972,19813,233
5732,23/11/2020,Manipur,23400,3146,20018,236
5733,24/11/2020,Manipur,23650,3038,20374,238
5734,25/11/2020,Manipur,23940,3175,20525,240
5735,26/11/2020,Manipur,24133,3248,20640,245
5736,27/11/2020,Manipur,24292,3245,20798,249
5737,28/11/2020,Manipur,24514,3252,21006,256
5738,29/11/2020,Manipur,24749,3283,21203,263
5739,30/11/2020,Manipur,24910,3236,21401,273
5740,01/12/2020,Manipur,25045,3198,21566,281
5741,15/04/2020,Meghalaya,1,1,0,0
5742,16/04/2020,Meghalaya,7,6,0,1
5743,17/04/2020,Meghalaya,7,6,0,1
5744,18/04/2020,Meghalaya,9,8,0,1
5745,19/04/2020,Meghalaya,11,10,0,1
5746,20/04/2020,Meghalaya,11,10,0,1
5747,21/04/2020,Meghalaya,11,10,0,1
5748,22/04/2020,Meghalaya,12,11,0,1
5749,23/04/2020,Meghalaya,12,11,0,1
5750,24/04/2020,Meghalaya,12,11,0,1
5751,25/04/2020,Meghalaya,12,11,0,1
5752,26/04/2020,Meghalaya,12,11,0,1
5753,27/04/2020,Meghalaya,12,11,0,1
5754,28/04/2020,Meghalaya,12,11,0,1
5755,29/04/2020,Meghalaya,12,11,0,1
5756,30/04/2020,Meghalaya,12,11,0,1
5757,01/05/2020,Meghalaya,12,11,0,1
5758,02/05/2020,Meghalaya,12,11,0,1
5759,03/05/2020,Meghalaya,12,11,0,1
5760,04/05/2020,Meghalaya,12,11,0,1
5761,05/05/2020,Meghalaya,12,11,0,1
5762,06/05/2020,Meghalaya,12,1,10,1
5763,07/05/2020,Meghalaya,12,1,10,1
5764,08/05/2020,Meghalaya,12,1,10,1
5765,09/05/2020,Meghalaya,12,1,10,1
5766,10/05/2020,Meghalaya,13,2,10,1
5767,11/05/2020,Meghalaya,13,2,10,1
5768,12/05/2020,Meghalaya,13,2,10,1
5769,13/05/2020,Meghalaya,13,2,10,1
5770,14/05/2020,Meghalaya,13,2,10,1
5771,15/05/2020,Meghalaya,13,1,11,1
5772,16/05/2020,Meghalaya,13,1,11,1
5773,17/05/2020,Meghalaya,13,1,11,1
5774,18/05/2020,Meghalaya,13,1,11,1
5775,19/05/2020,Meghalaya,13,1,11,1
5776,20/05/2020,Meghalaya,13,0,12,1
5777,21/05/2020,Meghalaya,14,1,12,1
5778,22/05/2020,Meghalaya,14,1,12,1
5779,23/05/2020,Meghalaya,14,1,12,1
5780,24/05/2020,Meghalaya,14,1,12,1
5781,25/05/2020,Meghalaya,14,1,12,1
5782,26/05/2020,Meghalaya,14,1,12,1
5783,27/05/2020,Meghalaya,15,2,12,1
5784,28/05/2020,Meghalaya,20,7,12,1
5785,29/05/2020,Meghalaya,21,8,12,1
5786,30/05/2020,Meghalaya,27,14,12,1
5787,31/05/2020,Meghalaya,27,14,12,1
5788,01/06/2020,Meghalaya,27,14,12,1
5789,02/06/2020,Meghalaya,27,14,12,1
5790,03/06/2020,Meghalaya,27,14,12,1
5791,04/06/2020,Meghalaya,33,19,13,1
5792,05/06/2020,Meghalaya,33,19,13,1
5793,06/06/2020,Meghalaya,33,19,13,1
5794,07/06/2020,Meghalaya,33,19,13,1
5795,08/06/2020,Meghalaya,36,22,13,1
5796,09/06/2020,Meghalaya,36,22,13,1
5797,10/06/2020,Meghalaya,43,29,13,1
5798,11/06/2020,Meghalaya,44,30,13,1
5799,12/06/2020,Meghalaya,44,25,18,1
5800,13/06/2020,Meghalaya,44,21,22,1
5801,14/06/2020,Meghalaya,44,21,22,1
5802,15/06/2020,Meghalaya,44,18,25,1
5803,16/06/2020,Meghalaya,44,18,25,1
5804,17/06/2020,Meghalaya,44,18,25,1
5805,18/06/2020,Meghalaya,44,13,30,1
5806,19/06/2020,Meghalaya,44,13,30,1
5807,20/06/2020,Meghalaya,44,10,33,1
5808,21/06/2020,Meghalaya,44,10,33,1
5809,22/06/2020,Meghalaya,44,10,33,1
5810,23/06/2020,Meghalaya,44,6,37,1
5811,24/06/2020,Meghalaya,46,8,37,1
5812,25/06/2020,Meghalaya,46,3,42,1
5813,26/06/2020,Meghalaya,46,3,42,1
5814,27/06/2020,Meghalaya,47,4,42,1
5815,28/06/2020,Meghalaya,47,4,42,1
5816,29/06/2020,Meghalaya,47,4,42,1
5817,30/06/2020,Meghalaya,47,4,42,1
5818,01/07/2020,Meghalaya,52,9,42,1
5819,02/07/2020,Meghalaya,52,9,42,1
5820,03/07/2020,Meghalaya,56,13,42,1
5821,04/07/2020,Meghalaya,62,18,43,1
5822,05/07/2020,Meghalaya,62,18,43,1
5823,06/07/2020,Meghalaya,62,18,43,1
5824,07/07/2020,Meghalaya,80,36,43,1
5825,08/07/2020,Meghalaya,80,36,43,1
5826,09/07/2020,Meghalaya,80,36,43,1
5827,10/07/2020,Meghalaya,113,45,66,2
5828,11/07/2020,Meghalaya,207,139,66,2
5829,12/07/2020,Meghalaya,207,139,66,2
5830,13/07/2020,Meghalaya,306,238,66,2
5831,14/07/2020,Meghalaya,318,250,66,2
5832,15/07/2020,Meghalaya,318,250,66,2
5833,16/07/2020,Meghalaya,346,278,66,2
5834,17/07/2020,Meghalaya,377,309,66,2
5835,18/07/2020,Meghalaya,403,335,66,2
5836,19/07/2020,Meghalaya,418,350,66,2
5837,20/07/2020,Meghalaya,450,382,66,2
5838,21/07/2020,Meghalaya,466,396,66,4
5839,22/07/2020,Meghalaya,490,416,70,4
5840,23/07/2020,Meghalaya,514,433,77,4
5841,24/07/2020,Meghalaya,534,452,78,4
5842,25/07/2020,Meghalaya,588,496,87,5
5843,26/07/2020,Meghalaya,646,547,94,5
5844,27/07/2020,Meghalaya,702,562,135,5
5845,28/07/2020,Meghalaya,738,547,186,5
5846,29/07/2020,Meghalaya,779,580,194,5
5847,30/07/2020,Meghalaya,784,572,207,5
5848,31/07/2020,Meghalaya,803,588,210,5
5849,01/08/2020,Meghalaya,823,603,215,5
5850,02/08/2020,Meghalaya,856,599,252,5
5851,03/08/2020,Meghalaya,874,605,264,5
5852,04/08/2020,Meghalaya,902,633,264,5
5853,05/08/2020,Meghalaya,917,582,330,5
5854,06/08/2020,Meghalaya,929,594,330,5
5855,07/08/2020,Meghalaya,990,640,345,5
5856,08/08/2020,Meghalaya,1006,590,411,5
5857,09/08/2020,Meghalaya,1023,594,423,6
5858,10/08/2020,Meghalaya,1062,566,490,6
5859,11/08/2020,Meghalaya,1114,610,498,6
5860,12/08/2020,Meghalaya,1136,621,509,6
5861,13/08/2020,Meghalaya,1179,656,517,6
5862,14/08/2020,Meghalaya,1193,640,547,6
5863,15/08/2020,Meghalaya,1228,641,581,6
5864,16/08/2020,Meghalaya,1292,690,596,6
5865,17/08/2020,Meghalaya,1374,693,675,6
5866,18/08/2020,Meghalaya,1418,733,679,6
5867,19/08/2020,Meghalaya,1457,766,685,6
5868,20/08/2020,Meghalaya,1506,806,694,6
5869,21/08/2020,Meghalaya,1661,925,730,6
5870,22/08/2020,Meghalaya,1718,963,749,6
5871,23/08/2020,Meghalaya,1811,1035,769,7
5872,24/08/2020,Meghalaya,1917,1133,776,8
5873,25/08/2020,Meghalaya,1976,1179,789,8
5874,26/08/2020,Meghalaya,2018,1178,832,8
5875,27/08/2020,Meghalaya,2050,1168,874,8
5876,28/08/2020,Meghalaya,2129,1222,899,8
5877,29/08/2020,Meghalaya,2240,1272,958,10
5878,30/08/2020,Meghalaya,2283,1238,1035,10
5879,31/08/2020,Meghalaya,2343,1284,1049,10
5880,01/09/2020,Meghalaya,2368,1196,1162,10
5881,02/09/2020,Meghalaya,2440,1193,1235,12
5882,03/09/2020,Meghalaya,2517,1186,1318,13
5883,04/09/2020,Meghalaya,2626,1220,1393,13
5884,05/09/2020,Meghalaya,2734,1252,1468,14
5885,06/09/2020,Meghalaya,2916,1374,1527,15
5886,07/09/2020,Meghalaya,3005,1433,1556,16
5887,08/09/2020,Meghalaya,3034,1457,1560,17
5888,09/09/2020,Meghalaya,3076,1343,1716,17
5889,10/09/2020,Meghalaya,3197,1355,1823,19
5890,11/09/2020,Meghalaya,3296,1434,1842,20
5891,12/09/2020,Meghalaya,3447,1534,1889,24
5892,13/09/2020,Meghalaya,3615,1570,2020,25
5893,14/09/2020,Meghalaya,3724,1623,2075,26
5894,15/09/2020,Meghalaya,3864,1686,2151,27
5895,16/09/2020,Meghalaya,4036,1818,2190,28
5896,17/09/2020,Meghalaya,4195,1902,2264,29
5897,18/09/2020,Meghalaya,4356,1983,2342,31
5898,19/09/2020,Meghalaya,4445,1976,2437,32
5899,20/09/2020,Meghalaya,4557,2038,2483,36
5900,21/09/2020,Meghalaya,4660,2111,2513,36
5901,22/09/2020,Meghalaya,4733,2169,2527,37
5902,23/09/2020,Meghalaya,4791,2047,2706,38
5903,24/09/2020,Meghalaya,4961,2060,2859,42
5904,25/09/2020,Meghalaya,5078,1977,3058,43
5905,26/09/2020,Meghalaya,5158,1772,3343,43
5906,27/09/2020,Meghalaya,5212,1515,3654,43
5907,28/09/2020,Meghalaya,5302,1480,3779,43
5908,29/09/2020,Meghalaya,5362,1448,3868,46
5909,30/09/2020,Meghalaya,5463,1476,3940,47
5910,01/10/2020,Meghalaya,5639,1615,3975,49
5911,02/10/2020,Meghalaya,5802,1750,4001,51
5912,03/10/2020,Meghalaya,6033,1755,4226,52
5913,04/10/2020,Meghalaya,6456,2083,4319,54
5914,05/10/2020,Meghalaya,6656,2209,4393,54
5915,06/10/2020,Meghalaya,6767,2217,4491,59
5916,07/10/2020,Meghalaya,7037,2371,4606,60
5917,08/10/2020,Meghalaya,7165,2411,4694,60
5918,09/10/2020,Meghalaya,7261,2369,4832,60
5919,10/10/2020,Meghalaya,7388,2424,4903,61
5920,11/10/2020,Meghalaya,7544,2437,5045,62
5921,12/10/2020,Meghalaya,7683,2478,5142,63
5922,13/10/2020,Meghalaya,7771,2434,5273,64
5923,14/10/2020,Meghalaya,7838,2367,5406,65
5924,15/10/2020,Meghalaya,7991,2339,5582,70
5925,16/10/2020,Meghalaya,8164,2445,5646,73
5926,17/10/2020,Meghalaya,8303,2493,5735,75
5927,18/10/2020,Meghalaya,8404,2295,6034,75
5928,19/10/2020,Meghalaya,8508,2151,6282,75
5929,20/10/2020,Meghalaya,8536,2069,6392,75
5930,21/10/2020,Meghalaya,8593,2020,6497,76
5931,22/10/2020,Meghalaya,8621,1870,6674,77
5932,23/10/2020,Meghalaya,8720,1661,6981,78
5933,24/10/2020,Meghalaya,8801,1631,7091,79
5934,25/10/2020,Meghalaya,8882,1574,7228,80
5935,26/10/2020,Meghalaya,9018,1605,7332,81
5936,27/10/2020,Meghalaya,9066,1514,7471,81
5937,28/10/2020,Meghalaya,9136,1411,7643,82
5938,29/10/2020,Meghalaya,9226,1364,7777,85
5939,30/10/2020,Meghalaya,9303,1326,7890,87
5940,31/10/2020,Meghalaya,9382,1170,8125,87
5941,01/11/2020,Meghalaya,9452,1019,8345,88
5942,02/11/2020,Meghalaya,9607,1055,8462,90
5943,03/11/2020,Meghalaya,9678,1009,8579,90
5944,04/11/2020,Meghalaya,9741,971,8680,90
5945,05/11/2020,Meghalaya,9801,959,8752,90
5946,06/11/2020,Meghalaya,9893,989,8813,91
5947,07/11/2020,Meghalaya,9979,984,8904,91
5948,08/11/2020,Meghalaya,10047,995,8959,93
5949,09/11/2020,Meghalaya,10202,1034,9075,93
5950,10/11/2020,Meghalaya,10230,1024,9112,94
5951,11/11/2020,Meghalaya,10296,961,9241,94
5952,12/11/2020,Meghalaya,10368,962,9312,94
5953,13/11/2020,Meghalaya,10511,1045,9368,98
5954,14/11/2020,Meghalaya,10581,1028,9455,98
5955,15/11/2020,Meghalaya,10632,1014,9518,100
5956,16/11/2020,Meghalaya,10665,971,9594,100
5957,17/11/2020,Meghalaya,10706,933,9672,101
5958,18/11/2020,Meghalaya,10791,734,9955,102
5959,19/11/2020,Meghalaya,10870,753,10014,103
5960,20/11/2020,Meghalaya,10979,801,10074,104
5961,21/11/2020,Meghalaya,11152,888,10158,106
5962,22/11/2020,Meghalaya,11269,925,10236,108
5963,23/11/2020,Meghalaya,11339,894,10335,110
5964,24/11/2020,Meghalaya,11397,895,10392,110
5965,25/11/2020,Meghalaya,11454,893,10451,110
5966,26/11/2020,Meghalaya,11513,915,10488,110
5967,27/11/2020,Meghalaya,11581,947,10524,110
5968,28/11/2020,Meghalaya,11633,917,10606,110
5969,29/11/2020,Meghalaya,11704,858,10735,111
5970,30/11/2020,Meghalaya,11740,768,10861,111
5971,01/12/2020,Meghalaya,11810,763,10936,111
5972,26/03/2020,Mizoram,1,1,0,0
5973,27/03/2020,Mizoram,1,1,0,0
5974,28/03/2020,Mizoram,1,1,0,0
5975,29/03/2020,Mizoram,1,1,0,0
5976,30/03/2020,Mizoram,1,1,0,0
5977,31/03/2020,Mizoram,1,1,0,0
5978,01/04/2020,Mizoram,1,1,0,0
5979,02/04/2020,Mizoram,1,1,0,0
5980,03/04/2020,Mizoram,1,1,0,0
5981,04/04/2020,Mizoram,1,1,0,0
5982,05/04/2020,Mizoram,1,1,0,0
5983,06/04/2020,Mizoram,1,1,0,0
5984,07/04/2020,Mizoram,1,1,0,0
5985,08/04/2020,Mizoram,1,1,0,0
5986,09/04/2020,Mizoram,1,1,0,0
5987,10/04/2020,Mizoram,1,1,0,0
5988,11/04/2020,Mizoram,1,1,0,0
5989,12/04/2020,Mizoram,1,1,0,0
5990,13/04/2020,Mizoram,1,1,0,0
5991,14/04/2020,Mizoram,1,1,0,0
5992,15/04/2020,Mizoram,1,1,0,0
5993,16/04/2020,Mizoram,1,1,0,0
5994,17/04/2020,Mizoram,1,1,0,0
5995,18/04/2020,Mizoram,1,1,0,0
5996,19/04/2020,Mizoram,1,1,0,0
5997,20/04/2020,Mizoram,1,1,0,0
5998,21/04/2020,Mizoram,1,1,0,0
5999,22/04/2020,Mizoram,1,1,0,0
6000,23/04/2020,Mizoram,1,1,0,0
6001,24/04/2020,Mizoram,1,1,0,0
6002,25/04/2020,Mizoram,1,1,0,0
6003,26/04/2020,Mizoram,1,1,0,0
6004,27/04/2020,Mizoram,1,1,0,0
6005,28/04/2020,Mizoram,1,1,0,0
6006,29/04/2020,Mizoram,1,1,0,0
6007,30/04/2020,Mizoram,1,1,0,0
6008,01/05/2020,Mizoram,1,1,0,0
6009,02/05/2020,Mizoram,1,1,0,0
6010,03/05/2020,Mizoram,1,1,0,0
